FIR_ID,Police_Division,Police_Station,Date_of_FIR_Filing,Criminal_Act,Criminal_Activity,Locality,Investigating_Officer,Case_Solved,Criminal_Act_Applied,Victim_Gender,Victim_Count_Female,Victim_Count_Male,Convicted_Count,Convicted_Count_Male,Convicted_Count_Female,Modus_Operandi,FIR_Description,Formatted
E22DE7C5,Vishrambaug and Deccan Division,Kothrud Police Station,2023-09-06,Assault,Gang,Paud Road,Prashant Jadhav,No,Assault,Female,2,0,2,1,1,Road rage,"Assault by Road rage in Paud Road on 2023-09-06, 2 victims",Assault Road rage Paud Road
0EAF5A2A,Sinhagad-Road Division,Narhe Police Station,2024-03-07,Fraud,Individual,Ambegaon Budruk,Vaishali Chavan,No,Fraud,Female,1,2,1,0,1,Bank scam,"Fraud by Bank scam in Ambegaon Budruk on 2024-03-07, 3 victims",Fraud Bank scam Ambegaon Budruk
2E032F12,Vishrambaug and Deccan Division,Kothrud Police Station,2024-06-12,Robbery,Gang,Ideal Colony,Ramesh More,Yes,Robbery,Female,0,2,1,1,0,Breaking and entering,"Robbery by Breaking and entering in Ideal Colony on 2024-06-12, 2 victims",Robbery Breaking and entering Ideal Colony
CE2840FF,Sinhagad-Road Division,Narhe Police Station,2023-04-30,Homicide,Individual,Ambegaon Budruk,Prashant Jadhav,Yes,Homicide,Female,0,0,0,0,0,Gunshot,"Homicide by Gunshot in Ambegaon Budruk on 2023-04-30, 0 victims",Homicide Gunshot Ambegaon Budruk
BDAD84CF,Pune Division,Camp Police Station,2024-04-21,Human Trafficking,Gang,Camp,Sandeep Gaikwad,Yes,Human Trafficking,Male,1,0,0,0,0,Sex trafficking,"Human Trafficking by Sex trafficking in Camp on 2024-04-21, 1 victim",Human Trafficking Sex trafficking Camp
A4AC940B,Swargate Division,Market Yard Police Station,2025-04-14,Robbery,Individual,Hadapsar,Rajesh Patil,No,Robbery,Female,1,0,0,0,0,ATM theft,"Robbery by ATM theft in Hadapsar on 2025-04-14, 1 victim",Robbery ATM theft Hadapsar
CC5D589B,Pune Division,Kalyani Nagar Police Station,2024-06-23,Domestic Abuse,Gang,Viman Nagar,Nitin Kadam,Yes,Domestic Abuse,Male,1,2,0,0,0,Financial control,"Domestic Abuse by Financial control in Viman Nagar on 2024-06-23, 3 victims",Domestic Abuse Financial control Viman Nagar
BCB91F40,Swargate Division,Market Yard Police Station,2023-07-31,Drug Trafficking,Individual,Magarpatta,Rajesh Patil,Yes,Drug Trafficking,Other,3,0,0,0,0,Courier parcels,"Drug Trafficking by Courier parcels in Magarpatta on 2023-07-31, 3 victims",Drug Trafficking Courier parcels Magarpatta
3254D4A8,Sinhagad-Road Division,Narhe Police Station,2023-12-27,Burglary,Individual,Narhegaon,Nitin Kadam,No,Burglary,Male,1,0,0,0,0,Lock picking,"Burglary by Lock picking in Narhegaon on 2023-12-27, 1 victim",Burglary Lock picking Narhegaon
B7932446,Vishrambaug and Deccan Division,Kothrud Police Station,2024-04-26,Smuggling,Individual,Vanaz,Sneha Shinde,No,Smuggling,Female,2,1,3,3,0,Cargo mislabeling,"Smuggling by Cargo mislabeling in Vanaz on 2024-04-26, 3 victims",Smuggling Cargo mislabeling Vanaz
F4316E51,Sinhagad-Road Division,Nanded City Police Station,2023-01-23,Fraud,Individual,Dhayari,Vaishali Chavan,Yes,Fraud,Male,3,3,0,0,0,Bank scam,"Fraud by Bank scam in Dhayari on 2023-01-23, 6 victims",Fraud Bank scam Dhayari
53DCD0E3,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-01-24,Kidnapping,Gang,Shivane,Neha Bhosale,Yes,Kidnapping,Female,3,3,5,4,1,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Shivane on 2024-01-24, 6 victims",Kidnapping Abduction vehicle in Shivane
E11BC5FC,Pune Division,Kalyani Nagar Police Station,2024-12-10,Domestic Abuse,Individual,Kalyani Nagar,Prashant Jadhav,Yes,Domestic Abuse,Male,2,0,1,0,1,Financial control,"Domestic Abuse by Financial control in Kalyani Nagar on 2024-12-10, 2 victims",Domestic Abuse Financial control Kalyani Nagar
7B520A7A,Pune Division,Camp Police Station,2023-08-23,Murder,Gang,Shaniwar Wada,Sandeep Gaikwad,No,Murder,Female,2,3,0,0,0,Knife attack,"Murder by Knife attack in Shaniwar Wada on 2023-08-23, 5 victims",Murder Knife attack Shaniwar Wada
2F822EAB,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-10-13,Assault,Gang,JM Road,Ramesh More,No,Assault,Female,3,0,2,1,1,Domestic assault,"Assault by Domestic assault in JM Road on 2023-10-13, 3 victims",Assault Domestic assault JM Road
60CF99AB,Sinhagad-Road Division,Nanded City Police Station,2024-08-07,Sexual Harassment,Gang,Khadakwasla,Ramesh More,Yes,Sexual Harassment,Female,1,1,0,0,0,Stalking,"Sexual Harassment by Stalking in Khadakwasla on 2024-08-07, 2 victims",Sexual Harassment Stalking Khadakwasla
12A13A0A,Swargate Division,Bharati Vidyapeeth Police Station,2024-08-19,Extortion,Gang,Ambegaon Khurd,Nitin Kadam,Yes,Extortion,Male,1,0,1,1,0,Business coercion,"Extortion by Business coercion in Ambegaon Khurd on 2024-08-19, 1 victim",Extortion Business coercion Ambegaon Khurd
8C779593,Pune Division,Kalyani Nagar Police Station,2024-04-20,Extortion,Individual,Viman Nagar,Sunil Deshmukh,No,Extortion,Other,2,1,0,0,0,Business coercion,"Extortion by Business coercion in Viman Nagar on 2024-04-20, 3 victims",Extortion Business coercion Viman Nagar
164A0267,Vishrambaug and Deccan Division,Kothrud Police Station,2024-07-19,Robbery,Individual,Ideal Colony,Sneha Shinde,No,Robbery,Female,1,2,3,1,2,Breaking and entering,"Robbery by Breaking and entering in Ideal Colony on 2024-07-19, 3 victims",Robbery Breaking and entering Ideal Colony
0AA36849,Pune Division,Kalyani Nagar Police Station,2024-01-22,Domestic Abuse,Individual,Kalyani Nagar,Sandeep Gaikwad,No,Domestic Abuse,Male,0,3,2,2,0,Financial control,"Domestic Abuse by Financial control in Kalyani Nagar on 2024-01-22, 3 victims",Domestic Abuse Financial control Kalyani Nagar
95D38A36,Swargate Division,Bibvewadi Police Station,2024-07-12,Fraud,Individual,Katraj,Swati Joshi,No,Fraud,Male,0,1,1,1,0,Tax evasion,"Fraud by Tax evasion in Katraj on 2024-07-12, 1 victim",Fraud Tax evasion Katraj
1EC0FD38,Sinhagad-Road Division,Narhe Police Station,2024-03-01,Illegal Arms Possession,Gang,Mokarwadi,Sandeep Gaikwad,No,Illegal Arms Possession,Other,0,1,0,0,0,Black market purchase,"Illegal Arms Possession by Black market purchase in Mokarwadi on 2024-03-01, 1 victim",Illegal Arms Possession Black market purchase Mokarwadi
63D7F2F0,Sinhagad-Road Division,Sinhagad Road Police Station,2025-01-03,Illegal Arms Possession,Individual,Hingne,Prashant Jadhav,Yes,Illegal Arms Possession,Male,0,2,2,0,2,Smuggled weapons,"Illegal Arms Possession by Smuggled weapons in Hingne on 2025-01-03, 2 victims",Illegal Arms Possession Smuggled weapons Hingne
5E28AD8B,Swargate Division,Bharati Vidyapeeth Police Station,2023-03-16,Assault,Individual,Bharati Vidyapeeth,Vaishali Chavan,Yes,Assault,Male,2,0,1,0,1,Bar fight,"Assault by Bar fight in Bharati Vidyapeeth on 2023-03-16, 2 victims",Assault Bar fight Bharati Vidyapeeth
5E92E52C,Swargate Division,Market Yard Police Station,2024-12-10,Drug Trafficking,Gang,Hadapsar,Sandeep Gaikwad,Yes,Drug Trafficking,Other,2,1,3,3,0,Hidden compartments,"Drug Trafficking by Hidden compartments in Hadapsar on 2024-12-10, 3 victims",Drug Trafficking Hidden compartments Hadapsar
3A76FC94,Pune Division,Camp Police Station,2024-01-31,Fraud,Individual,Laxmi Road,Sunil Deshmukh,No,Fraud,Other,0,3,3,1,2,Insurance fraud,"Fraud by Insurance fraud in Laxmi Road on 2024-01-31, 3 victims",Fraud Insurance fraud Laxmi Road
57C83EA6,Vishrambaug and Deccan Division,Kothrud Police Station,2023-08-03,Murder,Gang,Vanaz,Ramesh More,Yes,Murder,Other,0,2,0,0,0,Premeditated assault,"Murder by Premeditated assault in Vanaz on 2023-08-03, 2 victims",Murder Premeditated assault Vanaz
C5D42575,Sinhagad-Road Division,Narhe Police Station,2023-10-11,Cyber Crime,Individual,Mokarwadi,Ramesh More,Yes,Cyber Crime,Female,2,2,4,1,3,Hacking,"Cyber Crime by Hacking in Mokarwadi on 2023-10-11, 4 victims",Cyber Crime Hacking Mokarwadi
0E231356,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-01-14,Assault,Individual,Warje,Neha Bhosale,Yes,Assault,Female,0,3,1,1,0,Political rally violence,"Assault by Political rally violence in Warje on 2023-01-14, 3 victims",Assault Political rally violence Warje
2F2770AD,Swargate Division,Bibvewadi Police Station,2024-05-08,Murder,Gang,Dhankawadi,Nitin Kadam,Yes,Murder,Other,3,3,1,1,0,Firearm,"Murder by Firearm in Dhankawadi on 2024-05-08, 6 victims",Murder Firearm Dhankawadi
EDDA86CD,Pune Division,Camp Police Station,2023-02-18,Illegal Arms Possession,Individual,Shaniwar Wada,Sandeep Gaikwad,Yes,Illegal Arms Possession,Other,0,3,2,2,0,Smuggled weapons,"Illegal Arms Possession by Smuggled weapons in Shaniwar Wada on 2023-02-18, 3 victims",Illegal Arms Possession Smuggled weapons Shaniwar Wada
EAA794A2,Sinhagad-Road Division,Narhe Police Station,2023-03-15,Burglary,Individual,Ambegaon Budruk,Rajesh Patil,No,Burglary,Female,0,3,3,0,3,Impersonating delivery,"Burglary by Impersonating delivery in Ambegaon Budruk on 2023-03-15, 3 victims",Burglary Impersonating delivery Ambegaon Budruk
8EBCBDB9,Pune Division,Camp Police Station,2023-04-08,Sexual Harassment,Individual,Laxmi Road,Rajesh Patil,No,Sexual Harassment,Female,0,2,2,0,2,Stalking,"Sexual Harassment by Stalking in Laxmi Road on 2023-04-08, 2 victims",Sexual Harassment Stalking Laxmi Road
D8DE6909,Pune Division,Camp Police Station,2025-07-25,Cyber Crime,Individual,Camp,Sneha Shinde,Yes,Cyber Crime,Male,1,3,3,2,1,Online fraud,"Cyber Crime by Online fraud in Camp on 2025-07-25, 4 victims",Cyber Crime Online fraud Camp
9CCDEC9E,Pune Division,Camp Police Station,2023-10-18,Murder,Individual,Shaniwar Wada,Mahesh Pawar,No,Murder,Female,3,3,6,6,0,Knife attack,"Murder by Knife attack in Shaniwar Wada on 2023-10-18, 6 victims",Murder Knife attack Shaniwar Wada
27F3AE8A,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-05-07,Domestic Abuse,Individual,Shivane,Neha Bhosale,No,Domestic Abuse,Other,3,2,2,1,1,Emotional abuse,"Domestic Abuse by Emotional abuse in Shivane on 2024-05-07, 5 victims",Domestic Abuse Emotional abuse Shivane
5A1407D9,Pune Division,Kalyani Nagar Police Station,2024-11-16,Cyber Crime,Gang,Viman Nagar,Sandeep Gaikwad,Yes,Cyber Crime,Female,1,3,1,0,1,Hacking,"Cyber Crime by Hacking in Viman Nagar on 2024-11-16, 4 victims",Cyber Crime Hacking Viman Nagar
C4D43C93,Sinhagad-Road Division,Sinhagad Road Police Station,2023-11-22,Drug Trafficking,Gang,Anandnagar,Nitin Kadam,Yes,Drug Trafficking,Female,0,0,0,0,0,Courier parcels,"Drug Trafficking by Courier parcels in Anandnagar on 2023-11-22, 0 victims",Drug Trafficking Courier parcels Anandnagar
7A17D001,Pune Division,Kalyani Nagar Police Station,2022-12-19,Cyber Crime,Individual,Koregaon Park,Ramesh More,Yes,Cyber Crime,Male,3,3,1,0,1,Online fraud,"Cyber Crime by Online fraud in Koregaon Park on 2022-12-19, 6 victims",Cyber Crime Online fraud Koregaon Park
C10C221C,Vishrambaug and Deccan Division,Shivajinagar Police Station,2025-05-18,Illegal Arms Possession,Gang,FC Road,Rajesh Patil,Yes,Illegal Arms Possession,Other,1,3,0,0,0,Black market purchase,"Illegal Arms Possession by Black market purchase in FC Road on 2025-05-18, 4 victims",Illegal Arms Possession Black market purchase FC Road
8E4D5F71,Swargate Division,Bharati Vidyapeeth Police Station,2025-06-08,Kidnapping,Individual,Bharati Vidyapeeth,Prashant Jadhav,No,Kidnapping,Male,3,0,1,1,0,Threatening with weapon,"Kidnapping by Threatening with weapon in Bharati Vidyapeeth on 2025-06-08, 3 victims",Kidnapping Threatening with weapon Bharati Vidyapeeth
89B16EFD,Swargate Division,Bharati Vidyapeeth Police Station,2025-06-25,Smuggling,Individual,Trimurti Nagar,Vaishali Chavan,Yes,Smuggling,Male,3,1,1,1,0,Hidden in vehicles,"Smuggling by Hidden in vehicles in Trimurti Nagar on 2025-06-25, 4 victims",Smuggling Hidden vehicles in Trimurti Nagar
ABA64A19,Sinhagad-Road Division,Sinhagad Road Police Station,2025-02-10,Cyber Crime,Individual,Anandnagar,Rajesh Patil,Yes,Cyber Crime,Other,3,2,1,1,0,Phishing,"Cyber Crime by Phishing in Anandnagar on 2025-02-10, 5 victims",Cyber Crime Phishing Anandnagar
26E2C377,Pune Division,Kalyani Nagar Police Station,2024-12-28,Cyber Crime,Gang,Viman Nagar,Anjali Kulkarni,Yes,Cyber Crime,Other,2,1,1,0,1,Ransomware,"Cyber Crime by Ransomware in Viman Nagar on 2024-12-28, 3 victims",Cyber Crime Ransomware Viman Nagar
06A9EA50,Sinhagad-Road Division,Nanded City Police Station,2024-07-23,Burglary,Gang,Kirkatwadi,Sneha Shinde,Yes,Burglary,Female,2,2,2,0,2,Night break-in,"Burglary by Night break-in in Kirkatwadi on 2024-07-23, 4 victims",Burglary Night break-in Kirkatwadi
AB452F91,Sinhagad-Road Division,Nanded City Police Station,2023-01-26,Cyber Crime,Gang,Nanded,Nitin Kadam,No,Cyber Crime,Male,1,3,2,1,1,Ransomware,"Cyber Crime by Ransomware in Nanded on 2023-01-26, 4 victims",Cyber Crime Ransomware Nanded
FD97F3A3,Swargate Division,Bharati Vidyapeeth Police Station,2024-09-30,Extortion,Gang,Ambegaon Khurd,Neha Bhosale,Yes,Extortion,Male,2,3,1,1,0,Business coercion,"Extortion by Business coercion in Ambegaon Khurd on 2024-09-30, 5 victims",Extortion Business coercion Ambegaon Khurd
E06AFCEB,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2025-07-07,Extortion,Gang,Shivane,Ramesh More,No,Extortion,Female,2,2,0,0,0,Threat calls,"Extortion by Threat calls in Shivane on 2025-07-07, 4 victims",Extortion Threat calls Shivane
421D45EF,Swargate Division,Market Yard Police Station,2024-02-11,Illegal Arms Possession,Gang,Magarpatta,Mahesh Pawar,No,Illegal Arms Possession,Male,2,3,2,0,2,Homemade arms,"Illegal Arms Possession by Homemade arms in Magarpatta on 2024-02-11, 5 victims",Illegal Arms Possession Homemade arms Magarpatta
54010524,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-11-18,Assault,Individual,FC Road,Anjali Kulkarni,Yes,Assault,Other,3,3,0,0,0,Domestic assault,"Assault by Domestic assault in FC Road on 2023-11-18, 6 victims",Assault Domestic assault FC Road
DFFBBDFF,Pune Division,Kalyani Nagar Police Station,2025-06-07,Murder,Individual,Viman Nagar,Anjali Kulkarni,Yes,Murder,Other,2,3,5,1,4,Firearm,"Murder by Firearm in Viman Nagar on 2025-06-07, 5 victims",Murder Firearm Viman Nagar
6B195628,Sinhagad-Road Division,Narhe Police Station,2024-04-19,Extortion,Gang,Narhegaon,Ramesh More,No,Extortion,Female,0,1,0,0,0,Business coercion,"Extortion by Business coercion in Narhegaon on 2024-04-19, 1 victim",Extortion Business coercion Narhegaon
38AAC41F,Sinhagad-Road Division,Sinhagad Road Police Station,2024-02-06,Domestic Abuse,Gang,Manik Baug,Ramesh More,Yes,Domestic Abuse,Female,0,0,0,0,0,Emotional abuse,"Domestic Abuse by Emotional abuse in Manik Baug on 2024-02-06, 0 victims",Domestic Abuse Emotional abuse Manik Baug
196D49ED,Swargate Division,Market Yard Police Station,2023-06-12,Robbery,Gang,Magarpatta,Anjali Kulkarni,Yes,Robbery,Male,0,0,0,0,0,Armed robbery,"Robbery by Armed robbery in Magarpatta on 2023-06-12, 0 victims",Robbery Armed robbery Magarpatta
3ACD6BDF,Vishrambaug and Deccan Division,Kothrud Police Station,2023-01-03,Kidnapping,Individual,Ideal Colony,Vaishali Chavan,No,Kidnapping,Female,1,0,0,0,0,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Ideal Colony on 2023-01-03, 1 victim",Kidnapping Abduction vehicle in Ideal Colony
CC4AA605,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-03-12,Cyber Crime,Individual,JM Road,Sunil Deshmukh,Yes,Cyber Crime,Female,1,2,3,3,0,Identity theft,"Cyber Crime by Identity theft in JM Road on 2024-03-12, 3 victims",Cyber Crime Identity theft JM Road
7BCE1502,Pune Division,Kalyani Nagar Police Station,2025-01-05,Smuggling,Individual,Viman Nagar,Sandeep Gaikwad,No,Smuggling,Other,0,1,0,0,0,Hidden in vehicles,"Smuggling by Hidden in vehicles in Viman Nagar on 2025-01-05, 1 victim",Smuggling Hidden vehicles in Viman Nagar
36B073F2,Swargate Division,Bibvewadi Police Station,2024-12-12,Fraud,Gang,Dhankawadi,Vaishali Chavan,No,Fraud,Other,0,1,0,0,0,Insurance fraud,"Fraud by Insurance fraud in Dhankawadi on 2024-12-12, 1 victim",Fraud Insurance fraud Dhankawadi
208BA0C3,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-05-16,Burglary,Gang,Warje,Swati Joshi,Yes,Burglary,Male,1,0,0,0,0,Impersonating delivery,"Burglary by Impersonating delivery in Warje on 2023-05-16, 1 victim",Burglary Impersonating delivery Warje
4108EE5B,Sinhagad-Road Division,Nanded City Police Station,2025-04-10,Sexual Harassment,Individual,Kirkatwadi,Anjali Kulkarni,No,Sexual Harassment,Other,1,3,4,4,0,Online harassment,"Sexual Harassment by Online harassment in Kirkatwadi on 2025-04-10, 4 victims",Sexual Harassment Online harassment Kirkatwadi
7114E1F4,Pune Division,Camp Police Station,2025-07-05,Assault,Gang,Laxmi Road,Anjali Kulkarni,Yes,Assault,Female,2,1,3,2,1,Bar fight,"Assault by Bar fight in Laxmi Road on 2025-07-05, 3 victims",Assault Bar fight Laxmi Road
940DC08F,Sinhagad-Road Division,Narhe Police Station,2025-03-04,Assault,Individual,Narhegaon,Swati Joshi,Yes,Assault,Male,2,0,0,0,0,Road rage,"Assault by Road rage in Narhegaon on 2025-03-04, 2 victims",Assault Road rage Narhegaon
732DE4B3,Sinhagad-Road Division,Narhe Police Station,2023-03-01,Robbery,Gang,Ambegaon Budruk,Neha Bhosale,Yes,Robbery,Male,0,2,2,1,1,Breaking and entering,"Robbery by Breaking and entering in Ambegaon Budruk on 2023-03-01, 2 victims",Robbery Breaking and entering Ambegaon Budruk
98BC2507,Pune Division,Camp Police Station,2025-04-12,Smuggling,Gang,Shaniwar Wada,Rajesh Patil,Yes,Smuggling,Other,2,3,3,1,2,Underground tunnels,"Smuggling by Underground tunnels in Shaniwar Wada on 2025-04-12, 5 victims",Smuggling Underground tunnels Shaniwar Wada
4998BEC2,Pune Division,Camp Police Station,2023-02-02,Robbery,Gang,Shaniwar Wada,Swati Joshi,Yes,Robbery,Other,2,3,0,0,0,Snatching,"Robbery by Snatching in Shaniwar Wada on 2023-02-02, 5 victims",Robbery Snatching Shaniwar Wada
60F4EFAD,Pune Division,Kalyani Nagar Police Station,2022-12-28,Human Trafficking,Gang,Koregaon Park,Sneha Shinde,Yes,Human Trafficking,Male,1,3,4,4,0,Child trafficking,"Human Trafficking by Child trafficking in Koregaon Park on 2022-12-28, 4 victims",Human Trafficking Child trafficking Koregaon Park
A60AF75B,Pune Division,Kalyani Nagar Police Station,2024-08-05,Homicide,Gang,Viman Nagar,Mahesh Pawar,No,Homicide,Other,2,2,0,0,0,Poisoning,"Homicide by Poisoning in Viman Nagar on 2024-08-05, 4 victims",Homicide Poisoning Viman Nagar
C50C7B3F,Sinhagad-Road Division,Sinhagad Road Police Station,2023-04-08,Sexual Harassment,Gang,Manik Baug,Ramesh More,Yes,Sexual Harassment,Other,1,3,0,0,0,Verbal abuse,"Sexual Harassment by Verbal abuse in Manik Baug on 2023-04-08, 4 victims",Sexual Harassment Verbal abuse Manik Baug
320140C2,Pune Division,Camp Police Station,2024-11-12,Human Trafficking,Individual,Camp,Mahesh Pawar,Yes,Human Trafficking,Other,2,2,3,2,1,Forced marriage,"Human Trafficking by Forced marriage in Camp on 2024-11-12, 4 victims",Human Trafficking Forced marriage Camp
322F0233,Pune Division,Camp Police Station,2023-12-17,Homicide,Gang,Laxmi Road,Neha Bhosale,Yes,Homicide,Female,1,3,4,0,4,Hit-and-run,"Homicide by Hit-and-run in Laxmi Road on 2023-12-17, 4 victims",Homicide Hit-and-run Laxmi Road
3573DAC4,Sinhagad-Road Division,Nanded City Police Station,2024-08-25,Kidnapping,Gang,Khadakwasla,Vaishali Chavan,Yes,Kidnapping,Other,0,0,0,0,0,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Khadakwasla on 2024-08-25, 0 victims",Kidnapping Abduction vehicle in Khadakwasla
6F6ACCE8,Pune Division,Kalyani Nagar Police Station,2023-01-10,Extortion,Gang,Viman Nagar,Nitin Kadam,No,Extortion,Other,2,3,1,1,0,Business coercion,"Extortion by Business coercion in Viman Nagar on 2023-01-10, 5 victims",Extortion Business coercion Viman Nagar
82E9094A,Pune Division,Kalyani Nagar Police Station,2024-01-09,Human Trafficking,Individual,Koregaon Park,Sandeep Gaikwad,Yes,Human Trafficking,Female,0,0,0,0,0,Sex trafficking,"Human Trafficking by Sex trafficking in Koregaon Park on 2024-01-09, 0 victims",Human Trafficking Sex trafficking Koregaon Park
20B19877,Swargate Division,Bibvewadi Police Station,2024-07-09,Fraud,Individual,Dhankawadi,Sandeep Gaikwad,Yes,Fraud,Male,3,2,5,4,1,Fake documents,"Fraud by Fake documents in Dhankawadi on 2024-07-09, 5 victims",Fraud Fake documents Dhankawadi
9AAB2165,Pune Division,Kalyani Nagar Police Station,2024-12-17,Human Trafficking,Individual,Viman Nagar,Mahesh Pawar,Yes,Human Trafficking,Other,1,1,2,1,1,Forced marriage,"Human Trafficking by Forced marriage in Viman Nagar on 2024-12-17, 2 victims",Human Trafficking Forced marriage Viman Nagar
F1C51B5A,Sinhagad-Road Division,Sinhagad Road Police Station,2025-02-03,Fraud,Gang,Hingne,Prashant Jadhav,Yes,Fraud,Other,0,1,0,0,0,Ponzi schemes,"Fraud by Ponzi schemes in Hingne on 2025-02-03, 1 victim",Fraud Ponzi schemes Hingne
A02E36E4,Sinhagad-Road Division,Narhe Police Station,2025-04-05,Domestic Abuse,Gang,Mokarwadi,Anjali Kulkarni,Yes,Domestic Abuse,Male,2,2,4,3,1,Verbal threats,"Domestic Abuse by Verbal threats in Mokarwadi on 2025-04-05, 4 victims",Domestic Abuse Verbal threats Mokarwadi
46843466,Sinhagad-Road Division,Sinhagad Road Police Station,2023-08-24,Homicide,Individual,Hingne,Rajesh Patil,Yes,Homicide,Female,0,1,1,1,0,Strangulation,"Homicide by Strangulation in Hingne on 2023-08-24, 1 victim",Homicide Strangulation Hingne
938F417F,Vishrambaug and Deccan Division,Kothrud Police Station,2024-04-13,Homicide,Individual,Paud Road,Rajesh Patil,Yes,Homicide,Other,1,1,0,0,0,Poisoning,"Homicide by Poisoning in Paud Road on 2024-04-13, 2 victims",Homicide Poisoning Paud Road
8A7240ED,Swargate Division,Bibvewadi Police Station,2023-11-05,Murder,Individual,Katraj,Rajesh Patil,No,Murder,Male,1,3,1,0,1,Firearm,"Murder by Firearm in Katraj on 2023-11-05, 4 victims",Murder Firearm Katraj
3739BF98,Vishrambaug and Deccan Division,Kothrud Police Station,2023-09-30,Burglary,Gang,Vanaz,Prashant Jadhav,No,Burglary,Male,2,0,1,1,0,Inside job,"Burglary by Inside job in Vanaz on 2023-09-30, 2 victims",Burglary Inside job Vanaz
55B96904,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-09-01,Illegal Arms Possession,Individual,Warje,Swati Joshi,Yes,Illegal Arms Possession,Other,2,1,0,0,0,Unlicensed firearm,"Illegal Arms Possession by Unlicensed firearm in Warje on 2023-09-01, 3 victims",Illegal Arms Possession Unlicensed firearm Warje
0DB1ACA9,Sinhagad-Road Division,Narhe Police Station,2022-12-01,Smuggling,Gang,Narhegaon,Swati Joshi,No,Smuggling,Female,2,0,0,0,0,Hidden in vehicles,"Smuggling by Hidden in vehicles in Narhegaon on 2022-12-01, 2 victims",Smuggling Hidden vehicles in Narhegaon
67FD0F41,Pune Division,Camp Police Station,2024-09-10,Homicide,Gang,Camp,Prashant Jadhav,No,Homicide,Male,0,2,0,0,0,Stabbing,"Homicide by Stabbing in Camp on 2024-09-10, 2 victims",Homicide Stabbing Camp
3BCF6D86,Swargate Division,Market Yard Police Station,2024-06-12,Robbery,Individual,KK Market,Prashant Jadhav,Yes,Robbery,Male,0,1,0,0,0,Snatching,"Robbery by Snatching in KK Market on 2024-06-12, 1 victim",Robbery Snatching KK Market
BF2C34F9,Swargate Division,Bharati Vidyapeeth Police Station,2023-07-09,Homicide,Individual,Bharati Vidyapeeth,Sunil Deshmukh,Yes,Homicide,Male,0,3,2,2,0,Poisoning,"Homicide by Poisoning in Bharati Vidyapeeth on 2023-07-09, 3 victims",Homicide Poisoning Bharati Vidyapeeth
C97118B7,Sinhagad-Road Division,Nanded City Police Station,2024-07-01,Fraud,Gang,Khadakwasla,Mahesh Pawar,No,Fraud,Female,3,2,5,3,2,Insurance fraud,"Fraud by Insurance fraud in Khadakwasla on 2024-07-01, 5 victims",Fraud Insurance fraud Khadakwasla
725B8815,Pune Division,Camp Police Station,2024-05-08,Human Trafficking,Gang,Shaniwar Wada,Vaishali Chavan,Yes,Human Trafficking,Female,3,2,4,2,2,Sex trafficking,"Human Trafficking by Sex trafficking in Shaniwar Wada on 2024-05-08, 5 victims",Human Trafficking Sex trafficking Shaniwar Wada
DFB72AB1,Pune Division,Camp Police Station,2024-03-17,Sexual Harassment,Individual,Shaniwar Wada,Prashant Jadhav,Yes,Sexual Harassment,Other,3,2,1,0,1,Verbal abuse,"Sexual Harassment by Verbal abuse in Shaniwar Wada on 2024-03-17, 5 victims",Sexual Harassment Verbal abuse Shaniwar Wada
30E3CBA4,Pune Division,Camp Police Station,2024-11-08,Burglary,Individual,Camp,Mahesh Pawar,Yes,Burglary,Female,1,0,1,1,0,Impersonating delivery,"Burglary by Impersonating delivery in Camp on 2024-11-08, 1 victim",Burglary Impersonating delivery Camp
5ACD0A3F,Pune Division,Kalyani Nagar Police Station,2023-03-26,Human Trafficking,Gang,Koregaon Park,Sneha Shinde,No,Human Trafficking,Other,2,2,0,0,0,Child trafficking,"Human Trafficking by Child trafficking in Koregaon Park on 2023-03-26, 4 victims",Human Trafficking Child trafficking Koregaon Park
A06CBC91,Sinhagad-Road Division,Narhe Police Station,2024-03-13,Fraud,Individual,Mokarwadi,Vaishali Chavan,Yes,Fraud,Other,0,3,1,0,1,Tax evasion,"Fraud by Tax evasion in Mokarwadi on 2024-03-13, 3 victims",Fraud Tax evasion Mokarwadi
83AEA284,Swargate Division,Market Yard Police Station,2024-09-03,Murder,Individual,KK Market,Ramesh More,No,Murder,Other,0,1,1,0,1,Firearm,"Murder by Firearm in KK Market on 2024-09-03, 1 victim",Murder Firearm KK Market
D39D4261,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2025-02-03,Smuggling,Individual,Shivane,Sandeep Gaikwad,Yes,Smuggling,Other,1,2,2,2,0,Hidden in vehicles,"Smuggling by Hidden in vehicles in Shivane on 2025-02-03, 3 victims",Smuggling Hidden vehicles in Shivane
